Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
7723295,Matka noc,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",Lech Jęczmyk,"=""8386180129""","=""9788386180127""",0,4.20,Zysk i S-ka,Paperback,204,2004,1961,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#995), 235-książek-stulecia (#76)",to-read,,,,0,,,0,,,,,
5470,1984,George Orwell,"Orwell, George","Erich Fromm, Regina Silveira, Marcelo Pen, Golo Mann, Irving Howe, Raymond Williams, Thomas Pynchon, Homi K. Bhabha, Martha C. Nussbaum, Bernard Crick, George Packer","=""""","=""""",4,4.19,New American Library,Mass Market Paperback,328,1950,1949,,2017/08/15,235-książek-stulecia,235-książek-stulecia (#75),read,,,,1,,,0,,,,,
7110056,Mechaniczna pomarańcza,Anthony Burgess,"Burgess, Anthony",Robert Stiller,"=""""","=""9788389640727""",0,3.99,Vis-à-vis / Etiuda,Paperback,254,2007,1962,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#994), 235-książek-stulecia (#74)",to-read,,,,0,,,0,,,,,
6519177,Komu bije dzwon,Ernest Hemingway,"Hemingway, Ernest",Bronisław Zieliński,"=""8305118053""","=""""",0,3.97,Książka i Wiedza,Paperback,464,1987,1940,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#993), 235-książek-stulecia (#73)",to-read,,,,0,,,0,,,,,
852766,Doktor Faustus,Thomas Mann,"Mann, Thomas",,"=""3596294282""","=""9783596294282""",0,4.08,Fischer Taschenbuch Verlag,Paperback,672,1995,1947,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#992), 235-książek-stulecia (#70)",to-read,,,,0,,,0,,,,,
4389185,Blaszany bębenek,Günter Grass,"Grass, Günter",Sławomir Błaut,"=""8389651556""","=""9788389651556""",0,3.96,Mediasat Poland,Hardcover,574,2005,1959,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#991), 235-książek-stulecia (#69)",to-read,,,,0,,,0,,,,,
4286741,Gra w klasy,Julio Cortázar,"Cortázar, Julio",,"=""8389651645""","=""""",0,4.23,Mediasat,Hardcover,544,2004,1963,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#990), 235-książek-stulecia (#68)",to-read,,,,0,,,0,,,,,
11394581,Czekając na Godota,Samuel Beckett,"Beckett, Samuel",Antoni Libera,"=""8370664679""","=""9788370664671""",0,3.83,Polska Oficyna Wydawnicza BGW,Hardcover,137,1992,1952,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#989), 235-książek-stulecia (#67)",to-read,,,,0,,,0,,,,,
8840174,Zbyt głośna samotność,Bohumil Hrabal,"Hrabal, Bohumil",Piotr Godlewski,"=""8388612492""","=""9788388612497""",0,4.04,Świat Literacki,Paperback,122,2002,1976,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#988), 235-książek-stulecia (#66)",to-read,,,,0,,,0,,,,,
1851890,Sto lat samotności,Gabriel García Márquez,"Márquez, Gabriel García",,"=""8372009880""","=""9788373197732""",0,4.09,MUZA SA,Paperback,454,2004,1967,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#987), 235-książek-stulecia (#65)",to-read,,,,0,,,0,,,,,
6434175,Pod wulkanem,Malcolm Lowry,"Lowry, Malcolm",Krystyna Tarnowska,"=""""","=""9788375100297""",0,3.79,Rebis,Paperback,408,2007,1947,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#986), 235-książek-stulecia (#64)",to-read,,,,0,,,0,,,,,
6132002,Nieznośna lekkość bytu,Milan Kundera,"Kundera, Milan",,"=""8306030884""","=""9788306030884""",0,4.10,Państwowy Instytut Wydawniczy,Paperback,236,2007,1984,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#985), 235-książek-stulecia (#63)",to-read,,,,0,,,0,,,,,
7623429,"Rozmowa w ""Katedrze""",Mario Vargas Llosa,"Llosa, Mario Vargas",Zofia Wasitowa,"=""8324010076""","=""9788324010073""",0,4.34,Społeczny Instytut Wydawniczy Znak,Hardcover,736,2008,1969,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#984), 235-książek-stulecia (#62)",to-read,,,,0,,,0,,,,,
356003,My Century,Aleksander Wat,"Wat, Aleksander","Richard Lourie, Czesław Miłosz","=""1590170652""","=""9781590170656""",0,4.23,NYRB Classics,Paperback,448,2003,1977,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#983), 235-książek-stulecia (#61)",to-read,,,,0,,,0,,,,,
53190086,Próby świadectwa,Jan Strzelecki,"Strzelecki, Jan",,"=""""","=""""",0,0.0,,,83,1971,,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#982), 235-książek-stulecia (#60)",to-read,,,,0,,,0,,,,,
6637591,Dziennik 1950-1959,Zygmunt Mycielski,"Mycielski, Zygmunt",,"=""8320716349""","=""9788320716344""",0,4.60,Wydawn. Iskry,Hardcover,492,1999,1999,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#981), 235-książek-stulecia (#59)",to-read,,,,0,,,0,,,,,
2803236,Hańba domowa. Rozmowy z pisarzami,Jacek Trznadel,"Trznadel, Jacek","Zbigniew Kubikowski, Jerzy Andrzejewski, Wiktor Woroszylski, Maria Janion, Witold Wirpsza, Jarosław Marek Rymkiewicz, Julian Stryjkowski, Jacek Bocheński, Zbigniew Herbert, Marian Brandys, Andrzej Braun, Jan Józef Lipski, Jan Józef Szczepański, Jacek Łukasiewicz","=""2716800871""","=""9782716800877""",0,3.82,Instytut Literacki,Paperback,319,1986,,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#980), 235-książek-stulecia (#58)",to-read,,,,0,,,0,,,,,
1836039,Oni,Teresa Torańska,"Torańska, Teresa",,"=""8385028269""","=""9788385028260""",0,4.30,Agencja Omnipress,Paperback,425,1990,1985,,2018/01/17,"to-read, 235-książek-stulecia","to-read (#63), 235-książek-stulecia (#57)",to-read,,,,0,,,0,,,,,
1871773,Polactwo,Rafał A. Ziemkiewicz,"Ziemkiewicz, Rafał A.",,"=""8389011417""","=""9788389011411""",0,3.67,Wydawnictwo Fabryka Słów,Paperback,283,2004,2004,,2020/04/16,235-książek-stulecia,235-książek-stulecia (#56),read,,,,0,,,0,,,,,
3049738,Kurier z Warszawy,Jan Nowak-Jeziorański,"Nowak-Jeziorański, Jan",,"=""8324005358""","=""""",0,4.51,Wydawnictwo Znak,Paperback,528,2005,1978,,2020/04/16,235-książek-stulecia,235-książek-stulecia (#55),read,,,,1,,,0,,,,,
1762324,Piękni Dwudziestoletni,Marek Hłasko,"Hłasko, Marek",,"=""8389278316""","=""""",0,4.04,Elf,Paperback,221,2003,1966,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#979), 235-książek-stulecia (#54)",to-read,,,,0,,,0,,,,,
6509912,Barbarzyńca w ogrodzie,Zbigniew Herbert,"Herbert, Zbigniew",,"=""8391797996""","=""9788391797990""",0,4.34,Zeszyty Literackie,Paperback,226,2004,1962,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#978), 235-książek-stulecia (#53)",to-read,,,,0,,,0,,,,,
38907680,Bić się czy nie bić: O polskich powstaniach,Tomasz Łubieński,"Łubieński, Tomasz",,"=""8371294247""","=""""",0,3.33,Świat Książki,Hardcover,203,1997,1987,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#977), 235-książek-stulecia (#52)",to-read,,,,0,,,0,,,,,
4379903,The Warsaw Ghetto: A Guide to the Perished City,Barbara Engelking,"Engelking, Barbara","Jacek Leociak, Emma Harris","=""0300112343""","=""9780300112344""",0,4.55,Yale University Press,Hardcover,936,2009,2009,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#976), 235-książek-stulecia (#51)",to-read,,,,0,,,0,,,,,
8036899,Koniec świata szwoleżerów. #1 Czcigodni weterani,Marian Brandys,"Brandys, Marian",,"=""""","=""""",0,3.80,Iskry,Hardcover,373,1972,,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#975), 235-książek-stulecia (#50)",to-read,,,,0,,,0,,,,,
49690276,Wiosna obywateli,Timothy Garton Ash,"Ash, Timothy Garton",,"=""""","=""9788324059447""",0,3.77,Znak,Paperback,192,2019,1990,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#974), 235-książek-stulecia (#49)",to-read,,,,0,,,0,,,,,
25474701,Dni walczącej Stolicy,Władysław Bartoszewski,"Bartoszewski, Władysław",,"=""""","=""9788379434466""",0,4.40, Świat Książki,Hardcover,526,2014,1984,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#973), 235-książek-stulecia (#48)",to-read,,,,0,,,0,,,,,
6402408,Boże igrzysko: Historia Polski,Norman Davies,"Davies, Norman",,"=""8324006540""","=""""",0,4.22,Znak,Hardcover,1232,2006,2005,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#972), 235-książek-stulecia (#47)",to-read,,,,0,,,0,,,,,
974502,Rozmowy z katem,Kazimierz Moczarski,"Moczarski, Kazimierz",,"=""8301110694""","=""9788301110697""",0,4.14,Wydawnictwo Naukowe PWN,,416,1992,1977,,2020/04/16,235-książek-stulecia,235-książek-stulecia (#46),read,,,,0,,,0,,,,,
7456120,Zdradzony przez ojca,Wojciech Eichelberger,"Eichelberger, Wojciech",,"=""8385586059""","=""9788385586050""",0,3.34,Do,Mass Market Paperback,72,1998,1998,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#971), 235-książek-stulecia (#45)",to-read,,,,0,,,0,,,,,
7655027,Mitologia Greków i Rzymian,Zygmunt Kubiak,"Kubiak, Zygmunt",,"=""8373110778""","=""""",0,3.76,Świat Książki,Hardcover,574,2003,1997,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#970), 235-książek-stulecia (#44)",to-read,,,,0,,,0,,,,,
13338496,Dziennik 1953-1956,Witold Gombrowicz,"Gombrowicz, Witold",,"=""8308010059""","=""""",0,4.36,Wydawnictwo Literackie,Hardcover,371,1986,1970,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#969), 235-książek-stulecia (#43)",to-read,,,,0,,,0,,,,,
4460530,Powstanie '44,Norman Davies,"Davies, Norman",Elżbieta Tabakowska,"=""8324006621""","=""9788324006625""",0,4.14,Społeczny Instytut Wydawniczy Znak,Hardcover,960,2006,2003,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#968), 235-książek-stulecia (#42)",to-read,,,,0,,,0,,,,,
1876528,Inny świat,Gustaw Herling-Grudziński,"Herling-Grudziński, Gustaw",,"=""8308032303""","=""9788308032305""",0,4.04,Wydawnictwo Literackie,Paperback,355,2002,1951,,2020/04/16,235-książek-stulecia,235-książek-stulecia (#41),read,,,,0,,,0,,,,,
198826,Sąsiedzi: Historia Zagłady Żydowskiego Miasteczka,Jan Tomasz Gross,"Gross, Jan Tomasz",,"=""8386872144""","=""9788386872145""",0,4.00,Pogranicze,Hardcover,164,2000,2000,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#967), 235-książek-stulecia (#40)",to-read,,,,0,,,0,,,,,
18459793,Globalizacja. I co z tego dla ludzi wynika,Zygmunt Bauman,"Bauman, Zygmunt",,"=""8306028279""","=""""",0,3.92,Państwowy Instytut Wydawniczy,Paperback,160,2000,1998,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#966), 235-książek-stulecia (#39)",to-read,,,,0,,,0,,,,,
7547455,Rodowody niepokornych,Bohdan Cywiński,"Cywiński, Bohdan",,"=""""","=""""",0,3.71,Świat Książki,Hardcover,559,1996,1971,,2020/04/16,"to-read, abandoned-for-later","to-read (#965), abandoned-for-later (#8)",to-read,,,,0,,,0,,,,,
1865202,Melancholia,Antoni Kępiński,"Kępiński, Antoni",,"=""8320001447""","=""9788320001440""",0,4.14,,,352,1985,1974,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#964), 235-książek-stulecia (#38)",to-read,,,,0,,,0,,,,,
22654482,Traktat o gnidach i cd,Piotr Wierzbicki,"Wierzbicki, Piotr",,"=""8371509642""","=""""",0,5.00,Wydawnictwo Zysk i S-ka,Paperback,228,2001,2001,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#963), 235-książek-stulecia (#37)",to-read,,,,0,,,0,,,,,
2701508,Polski kształt dialogu,Józef Tischner,"Tischner, Józef",,"=""8324001425""","=""9788324001422""",0,2.67,Znak,Hardcover,318,,,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#962), 235-książek-stulecia (#36)",to-read,,,,0,,,0,,,,,
1876642,Zdążyć przed Panem Bogiem,Hanna Krall,"Krall, Hanna",,"=""8385568301""","=""9788385568308""",0,3.87,a5,Paperback,109,2001,1977,,2020/04/16,235-książek-stulecia,235-książek-stulecia (#35),read,,,,1,,,0,,,,,
27775138,Główne nurty marksizmu. Powstanie-rozwój-rozkład,Leszek Kołakowski,"Kołakowski, Leszek",,"=""""","=""""",0,4.26,Aneks,Paperback,1223,1988,1976,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#961), 235-książek-stulecia (#34)",to-read,,,,0,,,0,,,,,
7665621,Zniewolony umysł,Czesław Miłosz,"Miłosz, Czesław",,"=""8308029965""","=""""",0,4.26,Wydawnictwo Literackie,Hardcover,279,1999,1953,,2020/04/16,235-książek-stulecia,235-książek-stulecia (#33),read,,,,1,,,0,,,,,
4516838,"Rzeczpospolita Obojga Narodów. Srebrny wiek (Rzeczpospolita Obojga Narodów, #1)",Paweł Jasienica,"Jasienica, Paweł",,"=""""","=""9788374695800""",0,4.23,Prószyński i S-ka,Hardcover,504,2007,1967,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#960), 235-książek-stulecia (#32)",to-read,,,,0,,,0,,,,,
18215669,"Kościół, lewica, dialog",Adam Michnik,"Michnik, Adam",,"=""9788375526""","=""""",0,4.12,Agora,,302,2009,1979,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#959), 235-książek-stulecia (#31)",to-read,,,,0,,,0,,,,,
50623550,Świadek nadziei: Biografia papieża Jana Pawła II,George Weigel,"Weigel, George","Michał Romanek, Maria Tarnowska, Jadwiga Piątkowska, Dominika Chylińska, Jacek Illg, Rafał Śmietana, Janusz Poniewierski","=""""","=""9788324022335""",0,4.38,Wydawnictwo Znak,Hardcover,1192,2012,1999,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#958), 235-książek-stulecia (#30)",to-read,,,,0,,,0,,,,,
18415199,Człowiek jednowymiarowy Badania nad ideologią rozwiniętego społeczeństwa przemysłowego,Herbert Marcuse,"Marcuse, Herbert",Wiesław Gromczyński,"=""8301100419""","=""""",0,3.98,Państwowe Wydawnictwo Naukowe,Hardcover,314,1991,1964,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#957), 235-książek-stulecia (#29)",to-read,,,,0,,,0,,,,,
18219031,Nadzieja w beznadziejności,Nadjeżda Mandelsztam,"Mandelsztam, Nadjeżda",,"=""""","=""""",0,5.00,ABC,Paperback,356,1981,1981,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#956), 235-książek-stulecia (#28)",to-read,,,,0,,,0,,,,,
16109931,Tak zwane zło,Konrad Lorenz,"Lorenz, Konrad",,"=""""","=""""",0,4.06,,Paperback,,,1963,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#955), 235-książek-stulecia (#27)",to-read,,,,0,,,0,,,,,
35991763,"Wspomnienia, sny, myśli",C.G. Jung,"Jung, C.G.","Robert Reszke, Leszek Kolankiewicz, Aniela Jaffé","=""8390952718""","=""""",0,4.10,Wrota,Paperback,472,1999,1961,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#954), 235-książek-stulecia (#26)",to-read,,,,0,,,0,,,,,
8137979,Neurotyczna osobowość naszych czasów,Karen Horney,"Horney, Karen",,"=""""","=""""",0,4.22,Rebis,Paperback,239,2002,1937,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#953), 235-książek-stulecia (#25)",to-read,,,,0,,,0,,,,,
4271326,"Grzeczne dziewczynki idą do nieba, niegrzeczne idą tam, gdzie chcą",Ute Ehrhardt,"Ehrhardt, Ute",,"=""838814104X""","=""""",0,3.22,Wydawnictwo Szafa,,190,2003,1994,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#952), 235-książek-stulecia (#24)",to-read,,,,0,,,0,,,,,
765346,Writing and Difference,Jacques Derrida,"Derrida, Jacques",Alan Bass,"=""0226143295""","=""9780226143293""",0,3.99,University of Chicago Press,Paperback,362,1980,1967,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#951), 235-książek-stulecia (#23)",to-read,,,,0,,,0,,,,,
29771961,Historia i utopia,Emil M. Cioran,"Cioran, Emil M.",Marek Bieńczyk,"=""""","=""""",0,3.95,Aletheia,Paperback,212,2009,1960,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#950), 235-książek-stulecia (#22)",to-read,,,,0,,,0,,,,,
25589,Memoirs of the Second World War,Winston S. Churchill,"Churchill, Winston S.",Denis Kelly,"=""0395599687""","=""9780395599686""",0,4.42,Mariner Books,Paperback,1088,1991,1948,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#949), 235-książek-stulecia (#21)",to-read,,,,0,,,0,,,,,
20321016,Żelazny Jan,Robert Bly,"Bly, Robert",Jacek Tittenbrun,"=""""","=""""",0,3.88,Zysk i S-ka,,312,2004,1984,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#948), 235-książek-stulecia (#20)",to-read,,,,0,,,0,,,,,
9664680,"Symbolic Wounds: Puberty Rites and the Envious Male (New, Revised Edition)",Bruno Bettelheim,"Bettelheim, Bruno",,"=""B0012GJDCW""","=""""",0,3.60,,Paperback,,1968,1954,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#947), 235-książek-stulecia (#19)",to-read,,,,0,,,0,,,,,
13136550,Koniec historii,Francis Fukuyama,"Fukuyama, Francis","Tomasz Bieroń, Marek Wichrowski","=""8324012184""","=""9788324012183""",0,3.55,,Paperback,319,2009,1992,,2020/04/16,"235-książek-stulecia, to-read","235-książek-stulecia (#18), to-read (#946)",to-read,,,,0,,,0,,,,,
10937137,Mieć czy być?,Erich Fromm,"Fromm, Erich",,"=""8375103500""","=""9788375103502""",0,4.19,Dom Wydawniczy Rebis,,,2009,1976,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#927), 235-książek-stulecia (#17)",to-read,,,,0,,,0,,,,,
15282868,Kultura i tożsamość. Studium dystansu międzypokoleniowego,Margaret Mead,"Mead, Margaret",Jacek Hołówka,"=""8301132752""","=""""",0,3.55,Wydawnictwo Naukowe PWN SA,Hardcover,133,2000,1970,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#930), 235-książek-stulecia (#16)",to-read,,,,0,,,0,,,,,
119561,The Order of Things: An Archaeology of the Human Sciences,Michel Foucault,"Foucault, Michel",,"=""0679753354""","=""9780679753353""",0,4.13,Vintage,Paperback,416,1994,1966,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#945), 235-książek-stulecia (#14)",to-read,,,,0,,,0,,,,,
806041,The Stress of Life,Hans Selye,"Selye, Hans",,"=""0070562121""","=""9780070562127""",0,4.03,McGraw-Hill Education,Paperback,544,1978,1956,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#944), 235-książek-stulecia (#13)",to-read,,,,0,,,0,,,,,
7599314,Smutek tropików,Claude Lévi-Strauss,"Lévi-Strauss, Claude",Aniela Steinsberg,"=""8361182241""","=""9788361182245""",0,4.15,Aletheia,Paperback,446,2009,1955,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#943), 235-książek-stulecia (#12)",to-read,,,,0,,,0,,,,,
10783608,Inteligencja emocjonalna,Daniel Goleman,"Goleman, Daniel",Andrzej Jankowski,"=""8372782172""","=""9788372782175""",0,4.02,Wydawnictwo Media Rodzina,Paperback,536,2012,1995,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#942), 235-książek-stulecia (#10)",to-read,,,,0,,,0,,,,,
460686,Jihad vs. McWorld,Benjamin R. Barber,"Barber, Benjamin R.",,"=""0345383044""","=""9780345383044""",0,3.53,Ballantine Books,Paperback,432,1996,1995,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#941), 235-książek-stulecia (#9)",to-read,,,,0,,,0,,,,,
240592,The Open Society and Its Enemies,Karl Popper,"Popper, Karl",,"=""0415282365""","=""9780415282369""",0,4.20,Routledge,Hardcover,920,2002,1956,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#940), 235-książek-stulecia (#8)",to-read,,,,0,,,0,,,,,
35488883,Cztery eseje o wolności,Isaiah Berlin,"Berlin, Isaiah","Daniel Grinberg, Dorota Lachowska, Jerzy Łoziński","=""8371505086""","=""""",0,4.15,Zysk i S-ka,Paperback,276,2000,1969,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#939), 235-książek-stulecia (#7)",to-read,,,,0,,,0,,,,,
776778,The Essential Mcluhan,Marshall McLuhan,"McLuhan, Marshall","Eric McLuhan, Frank Zingrone","=""0465019951""","=""9780465019953""",0,4.06,Basic Books,Paperback,416,1996,1995,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#938), 235-książek-stulecia (#6)",to-read,,,,0,,,0,,,,,
39709382,Kapitalizm i wolność,Milton Friedman,"Friedman, Milton",Bartosz Sałbut,"=""""","=""9788328330276""",0,3.93,Helion,Paperback,381,2018,1962,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#937), 235-książek-stulecia (#5)",to-read,,,,0,,,0,,,,,
19024388,Samotny tłum,David Riesman,"Riesman, David",,"=""""","=""9788361516859""",0,3.81,Vis-a-Vis,Paperback,390,2011,1950,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#936), 235-książek-stulecia (#4)",to-read,,,,0,,,0,,,,,
413179,The Clash of Civilizations and the Remaking of World Order,Samuel P. Huntington,"Huntington, Samuel P.",,"=""0684844419""","=""9780684844411""",0,3.76,Simon & Schuster,Paperback,368,1998,1996,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#935), 235-książek-stulecia (#3)",to-read,,,,0,,,0,,,,,
18245945,Archipelag Gułag 1918-1956. Tom 1-3,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr",,"=""""","=""9788375103434""",0,4.28,REBIS,Hardcover,1722,2008,1973,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#934), 235-książek-stulecia (#2)",to-read,,,,0,,,0,,,,,
26809492,Droga do zniewolenia,Friedrich A. Hayek,"Hayek, Friedrich A.",,"=""""","=""""",0,4.17,,,,,1944,,2020/04/16,"to-read, 235-książek-stulecia","to-read (#933), 235-książek-stulecia (#1)",to-read,,,,0,,,0,,,,,
6597721,Eichmann w Jerozolimie,Hannah Arendt,"Arendt, Hannah",Adam Szostkiewicz,"=""8324004661""","=""9788324004669""",0,4.23,Społeczny Instytut Wydawniczy Znak,Paperback,417,2004,1963,,2020/04/16,to-read,to-read (#932),to-read,,,,0,,,0,,,,,
282071,The Spirit of Democratic Capitalism,Michael Novak,"Novak, Michael",,"=""0819178233""","=""9780819178237""",0,4.15,Madison Books,Paperback,460,1990,1982,,2020/04/16,to-read,to-read (#931),to-read,,,,0,,,0,,,,,
27024395,"Umysł zamknięty. O tym, jak amerykańskie szkolnictwo wyższe zawiodło demokrację i zubożyło dusze dzisiejszych studentów",Allan Bloom,"Bloom, Allan",Tomasz Bieroń,"=""""","=""9788375067668""",0,3.76,Zysk i S-ka,Hardcover,502,2012,1987,,2020/04/16,to-read,to-read (#929),to-read,,,,0,,,0,,,,,
